Tweets,created,Tweet Count,Retweets,Day,Date,,,,,,,,,,
Charly Boy aired his opinion about happenings in Nigeria in this new video. From #EndSars to Occupy Nigeria and so… https://t.co/DTeJB3zkmj,3/25/2021 11:19:31 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
How will you not love your people! This is buffet at a go <U+0001F923><U+0001F602><U+0001F923> #EndSARS #sorosokegeneration #EndNigeriaNow https://t.co/9lBMLeVRrk,3/25/2021 11:17:16 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @WhispersHaven: Please retweet my pined tweet <U+2764><U+FE0F><U+0001F942>#MentalHealthMatters #MentalHealthAwarenessWeek #MentalHealthAwareness #mentalhealth #E…,3/25/2021 11:16:53 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
RT @PolicyAlert: Join us today at 2pm on @ifm1059 Uyo as we take a look at progress and challenges of the #EndSARS panels. @EiENigeria @YIA…,3/25/2021 11:16:27 AM,6,TRUE,25,3/25/2021,,,,,,,,,,
The great Charly Boy aired his opinion about happenings in Nigeria in this new video. From #EndSars to Occupy Niger… https://t.co/A7tBKHUZTu,3/25/2021 11:15:36 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Open Your Heart - Madonna, 1986, Sire Records.
On YouTube: https://t.co/NTBJuDCe8S

#FridaysForFuture #Berlin<U+0001F451> #ClimateCha…",3/25/2021 11:15:03 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @deoluphotograph: For jimoh #EndSARS   
For oke #EndSARS   
For Ayomide #EndSARS   
For chijioke #EndSARS 
For Tina #EndSARS  
For Kolad…",3/25/2021 11:13:45 AM,5668,TRUE,25,3/25/2021,,,,,,,,,,
"RT @YeleSowore: 5 months ago @MBuhari, @jidesanwoolu, #Buratai sent soldiers to murder peaceful protesters at the #Lekkitollgate during #en…",3/25/2021 11:12:14 AM,2380,TRUE,25,3/25/2021,,,,,,,,,,
"@BashirAhmaad Exactly my senior, just like how Nigeria is looking under APC. #EndSARS",3/25/2021 11:11:30 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@simplyEromz So we have degraded ourselves to the level where we compare human lives to cows? @MBuhari  this is ver… https://t.co/N15P0bJ7UV,3/25/2021 11:09:49 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@AreaFada1 aired his opinion about happenings in Nigeria in this new video. From #EndSars to Occupy Nigeria and so… https://t.co/gmmED2MFe7,3/25/2021 11:09:47 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
Charly Boy aired his opinion about happenings in Nigeria in this new video. From #EndSars to Occupy Nigeria and so… https://t.co/La92FH9Wjg,3/25/2021 11:09:14 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @KemiOlunloyo: So glad Biden did not remove and replace Mary Beth Leonard  Ambassador and Claire Pierangelo Consulate General who were a…,3/25/2021 11:09:06 AM,14,TRUE,25,3/25/2021,,,,,,,,,,
@BestLondon3 @SavvyRinu @_AsiwajuLerry @USinNigeria I swear I dey wait for the next #endsars na armor tank I wan go rent,3/25/2021 11:08:14 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
Please retweet my pined tweet <U+2764><U+FE0F><U+0001F942>#MentalHealthMatters #MentalHealthAwarenessWeek #MentalHealthAwareness… https://t.co/XH0MW42bv9,3/25/2021 11:07:37 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"RT @popcentraltv: Peruzzi @Peruzzi and Davido @davido teamed up and now I'm in my feelings! Catch the video for ""Somebody Baby"" on Popcentr…",3/25/2021 11:06:25 AM,9,TRUE,25,3/25/2021,,,,,,,,,,
RT @Acer1738: @O_mannn <U+270A><U+0001F3FE>#EndSARS  #BlackLivesMatter #savesyria #Palestine etc Twitter Gould benefit so many causes but random comments are…,3/25/2021 11:05:45 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"This best narrates the story of buhari, he failed the first time, he was given the 2nd trial, yet he failed..
What… https://t.co/3I6odZdOy2",3/25/2021 11:04:04 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Forum Super Eagles Players Reveal Why They Accepted Boat Ride To Port Novo #Wapbaze https://t.co/xhS8sHQQdb 

#endsars #chelsea #arsenal",3/25/2021 11:03:16 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Download GODZILLA VS KONG ""Kong is Sad"" Movie Clip (2021) #Wapbaze https://t.co/0Xav0Wtq62 

#endsars #chelsea #arsenal",3/25/2021 11:03:15 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@adeyanjudeji Nothing can cover #Endsars #LekkiMassacre #Justice,3/25/2021 11:01:46 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
Nigerian Army female officer assaults female civilian in her office in the presence of her daughter. Nigerian Army… https://t.co/pPXPXkzsi3,3/25/2021 11:00:37 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"RT @kolade_omeiza: After 9 months of discomforting Pregnancy, years of diaper changing and school fee payment.
When each of them left home,…",3/25/2021 11:00:17 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Alive And Kicking - Simple Minds, 1985, Virgin Records.
On YouTube: https://t.co/UO1KW3ibWj

#FridaysForFuture #Berlin<U+0001F451> #C…",3/25/2021 11:00:03 AM,7,TRUE,25,3/25/2021,,,,,,,,,,
RT @LeagueofCitize1: @channelstv Just knowing @MBuhari won’t be President post 2023 is more than enough respite for now. #BuhariMustGO #Rev…,3/25/2021 10:58:15 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"@segalink @Prince_Muyen Sir, the #EndSars movement had no effect in Akwaibom state. All the groups are still in ope… https://t.co/FhIhd9rLJN",3/25/2021 10:58:11 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @LeagueofCitize1: @daily_trust @ShehuSani Just knowing @MBuhari won’t be President post 2023 is more than enough respite for now. #Buhar…,3/25/2021 10:58:01 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"Petition 8 is OYJPPB/069. The petition is between Mr Kolawole Owoade and Nigeria Police Force, Defunct SARS, Ogbomo… https://t.co/fPbNd9wQ7E",3/25/2021 10:57:59 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
12 Ways To Check If You Are An Alpha Female - Read More: https://t.co/mi6tosh8MM #EndSARS #EndSARSBrutality,3/25/2021 10:57:11 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
We Ranked The Best Old Nollywood Step Mothers - Read More: https://t.co/GbnrHbVwE4 #EndSARS #EndSARSBrutality,3/25/2021 10:57:09 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @DrOlufunmilayo: Anytime #EndSARS trends,
You know what to do.

We don’t ignore.
We don’t look away.

We remember the injured.
We rememb…",3/25/2021 10:56:12 AM,7705,TRUE,25,3/25/2021,,,,,,,,,,
Unionist-hoaxers are frightened by those who pursue their self-determination in their ancestral lands!!!… https://t.co/FZ57s2RXRy,3/25/2021 10:56:00 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
U No Holy Pass by 2Baba #EndSARS https://t.co/RQUy59bfJa,3/25/2021 10:53:36 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@SavvyRinu @_AsiwajuLerry @USinNigeria Congratulations Rinu #Endsars,3/25/2021 10:53:36 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @IamtheOGee: Who ordered the shooting of #EndSARS protesters at Lekki toll gate on 20/10/2020?

#LekkiMassacre",3/25/2021 10:52:42 AM,9,TRUE,25,3/25/2021,,,,,,,,,,
"The 7th petition is OYJPPB/015. The petition is between Kamaldeen Hassan and The Area Commander, Nigeria Police Ogb… https://t.co/kqzqnw9cij",3/25/2021 10:51:02 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
RT @appealoke: The last time he threatened us after #EndSARS <U+0001F62C>,3/25/2021 10:50:16 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
RT @mijinyawa_jnr: Today at the National Human Rights Commission sitting for week 10 of the Independent Investigative Panel on Human Rights…,3/25/2021 10:49:54 AM,20,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Ultimatezy: Now it come too pass the #yoruba as dicover their own legacy i think it right time #wemove
#endsars
#endnigeria
#freeodua
#…",3/25/2021 10:49:29 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
RT @Tayoboss1: This is so bad o and look at the daughter witnessing all of this. #endsars #endbadgovernance https://t.co/Fcwh52U90M,3/25/2021 10:49:20 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
RT @Spotweefy: Amen by Falz #EndSARS https://t.co/aTcldwMRPM,3/25/2021 10:49:04 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"Now it come too pass the #yoruba as dicover their own legacy i think it right time #wemove
#endsars
#endnigeria… https://t.co/5Qw6YSg7mD",3/25/2021 10:47:13 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"RT @NdidiUwechue: Poor poor Unionists are having a great TANTRUM because they want us all to give in to their crying... No! Unionists, you…",3/25/2021 10:46:33 AM,7,TRUE,25,3/25/2021,,,,,,,,,,
This is so bad o and look at the daughter witnessing all of this. #endsars #endbadgovernance https://t.co/Fcwh52U90M,3/25/2021 10:42:56 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
The 6th petition is OYJPPB/095. The petition is between Mr Ajekigbe Sunday and Unknown Protesters. The petitioner w… https://t.co/fHSYj6oJCz,3/25/2021 10:42:11 AM,3,FALSE,25,3/25/2021,,,,,,,,,,
@System_soccer1 when I go through through your platform and saw all the good work you have been doing in the others… https://t.co/p6TMDVzLRq,3/25/2021 10:38:30 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"Man been living rough life... I pray I survive the street <U+0001F64F><U+0001F3FD>
#EndSars #Mmemberville",3/25/2021 10:37:55 AM,5,FALSE,25,3/25/2021,,,,,,,,,,
"Petition 5 is OYJPPB/045. The petition is between Mr Daodu Ayoniyi Edward and The Nigeria Police, Iyaganku. The pet… https://t.co/1svJpUEVeS",3/25/2021 10:36:38 AM,3,FALSE,25,3/25/2021,,,,,,,,,,
RT @chinaydu_: @aproko_doctor @Letter_to_Jack N<U+1ECD>nso no talk this one oo.. No be we comot for #EndSARS.? Them carry gun.. We go again them a…,3/25/2021 10:36:20 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @oluwaloninyo: Arguing with my people at home about the Joe Biden fall. They say it was photoshopped, because news media in the US didn’…",3/25/2021 10:36:07 AM,37,TRUE,25,3/25/2021,,,,,,,,,,
RT @ttrulss: From <U+0001F1F3><U+0001F1F4> to <U+0001F1F3><U+0001F1EC> #EndSARS!,3/25/2021 10:35:48 AM,19283,TRUE,25,3/25/2021,,,,,,,,,,
Amen by Falz #EndSARS https://t.co/aTcldwMRPM,3/25/2021 10:34:27 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @ifemosumichael: This is Comrade Tunde Abass in cell at Onipanu station. His crime is Filming police brutality yesterday the 20th of Mar…,3/25/2021 10:31:36 AM,2846,TRUE,25,3/25/2021,,,,,,,,,,
The 8th petitioner is Mr. Kolawole Owoade. He is a mechanic and resides in Ibadan. The petition is against The Nige… https://t.co/hjeJWfqhKz,3/25/2021 10:31:35 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@MaziNnamdiKanu @HQNigerianArmy @CFR_org @JohnCampbellcfr @UKinNigeria @USinNigeria @USIP @StateDept @UKParliament… https://t.co/FH0PJaUSyO,3/25/2021 10:30:41 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@channelstv U see ham?<U+0001F631> my question is who order the #LekkiMassacre #EndSARS,3/25/2021 10:30:39 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @adahorinc: 2O-10-2020
A Sad Day <U+0001F625><U+0001F625>#EndSARS 
5 months Today #LekkiMassacre https://t.co/ur3N6ycGDh",3/25/2021 10:28:35 AM,826,TRUE,25,3/25/2021,,,,,,,,,,
"@PoliceNG_CRU We appreciate the acceptance that their actions are unacceptable. But we demand punishment for them,… https://t.co/l1uONmugbE",3/25/2021 10:27:50 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Arise_NigerianY: Days after the Nigerian military shot at peaceful protesters, there are still so many unanswered questions. Who gave t…",3/25/2021 10:26:15 AM,7,TRUE,25,3/25/2021,,,,,,,,,,
"RT @dj_switchaholic: Happy anniversary @jidesanwoolu @MBuhari 
#EndSARS

#LekkiMassacre https://t.co/GwvHc4e5M3",3/25/2021 10:24:35 AM,1430,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Elroyz_: The truth documented on canvas
#LekkiMassacre #EndSARS https://t.co/inB70qEktQ",3/25/2021 10:23:38 AM,664,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Nadiya100: Man who was hit by a stray bullet during #EndSARS protest graduates From the university.

Don’t say a word just<U+0001F97A>
<U+0001F501>RETWEET...…",3/25/2021 10:23:01 AM,1525,TRUE,25,3/25/2021,,,,,,,,,,
"RT @harri_010: #LekkiMassacre  never forget this day, 20-10-2020 #EndSARS <U+0001F625><U+0001F622><U+0001F62D><U+0001F62D> https://t.co/pIPml61ezj",3/25/2021 10:22:41 AM,304,TRUE,25,3/25/2021,,,,,,,,,,
"RT @simplyEromz: Always in our hearts.
Never forgetting.

To our fallen heroes, rest.

20.10.2020

#EndSARS #LekkiMassacre
#Oct2020 https:/…",3/25/2021 10:22:26 AM,1205,TRUE,25,3/25/2021,,,,,,,,,,
"The respondent has replied to the petition, however, the legal counsel of the petitioner has not received the respo… https://t.co/dvuBmk4nJX",3/25/2021 10:22:02 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"The 7th petition from Mr. Kamaldeen Hassan, a driver who resides in Ilorin against The Area Commander, Nigeria Poli… https://t.co/9bjg1XUDOR",3/25/2021 10:22:01 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Mickyiv4: @SameOldRexx @Phil_thd @cchukudebelu @Kumatorr ANPP, ACN, APGA, CPC &amp; nw APC were long in d opposition zone &amp; their experienc…",3/25/2021 10:22:00 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @SaveThePeoplle: @fopara03 We have but they killed us. 

We are yet to get justice for the #EndSARS massacre.",3/25/2021 10:19:46 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
@NanahAyesha @AM_Abiyos @sir_bkh @Adaugetsoo @the_scholar1 Properties Worth Billions Lost in Lagos During #EndSARS… https://t.co/Jbxr6EBJI7,3/25/2021 10:19:28 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @onelifeng: The fifth petitioner is Mr. Daodu Edward against The Nigerian Police (Iyaganku). He doesn't have a legal representative and…,3/25/2021 10:19:25 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Ikugar: Enough said already <U+270A><U+0001F3FF> 
#EndSARS https://t.co/s80I4VID7H",3/25/2021 10:18:31 AM,395,TRUE,25,3/25/2021,,,,,,,,,,
"RT @FizzyThatcher: Watching videos from #EndSars and feeling really emotional.

We were so close to changing Nigeria. So close. 
Entire nat…",3/25/2021 10:18:18 AM,5,TRUE,25,3/25/2021,,,,,,,,,,
"After like 3 weeks away I popped back into the Oyo State #EndSARS panel to see how far, only to find out the venue… https://t.co/SkR3T8yfNy",3/25/2021 10:17:39 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @GideonOffaka: when I go through through your platform and saw all the good work you have been doing in the others life @Real_Odds2 I sa…,3/25/2021 10:15:33 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
RT @HoustonPrezi: I promise I won’t doubt your games again <U+0001F628> never thought I could win this big In my life. @Real_Odds2 made this possible…,3/25/2021 10:14:37 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
@UchePOkoye @kingsemmy1 I totally understand bro. Like giving amnesty to boko haram terrorists and killing #EndSARS protesters.,3/25/2021 10:12:55 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
I promise I won’t doubt your games again <U+0001F628> never thought I could win this big In my life. @Real_Odds2 made this pos… https://t.co/kWXu6ghuWh,3/25/2021 10:12:24 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"RT @popcentraltv: ""Promise"" by Niniola @OfficialNiniola is a beautiful song! Watch this video on Popcentral, DStv Ch189 at the times listed…",3/25/2021 10:12:20 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
RT @Akuetieme_lawal: All Nigeria Television stations(excluding Arise Tv)  failed to televise #EndSARS   Protest which go round the Nation f…,3/25/2021 10:12:14 AM,90,TRUE,25,3/25/2021,,,,,,,,,,
The sixth petition is Mr. Ajekigbe Sunday against Unknown protesters. The panel seems impressed by the written peti… https://t.co/YKsjzdRCCf,3/25/2021 10:12:04 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @PromiseEpia: when I go through through your platform and saw all the good work you have been doing in the others life @Green_fixed1 I s…,3/25/2021 10:12:03 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
RT @Proficience_: Nigerian @PoliceNG ? E don spoil #EndSARS,3/25/2021 10:11:51 AM,8,TRUE,25,3/25/2021,,,,,,,,,,
when I go through through your platform and saw all the good work you have been doing in the others life… https://t.co/9iW4yPTwBK,3/25/2021 10:11:36 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"He shot the first bullet against #endsars when he called them an ""insurrection""..... https://t.co/zeONKLxlNh",3/25/2021 10:10:45 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @GhenhisKhan: Let me ask again ; what did we achieve with #EndSARS peaceful protests ?,3/25/2021 10:10:32 AM,65,TRUE,25,3/25/2021,,,,,,,,,,
"Make I chop him money , make I chop him money , Na so Prostitution Dey take start oo...
#EndSARS",3/25/2021 10:08:42 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
The fifth petitioner is Mr. Daodu Edward against The Nigerian Police (Iyaganku). He doesn't have a legal representa… https://t.co/EpuKlqautB,3/25/2021 10:07:06 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Mindset_tweet: According to most Nigeria youths.
segalink betrayed #EndSARS.
True or False 
#mindsetQuiz",3/25/2021 10:06:42 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"Better to have strong institutions making up for weak individuals in Executive offices, than to have strong individ… https://t.co/w00kGF1XBG",3/25/2021 10:05:40 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Mind set is on #fashionstyle #africanfashion #instagood 
#Prayer #fasting #almsgiving 
#Endsars #gidifashionshopper… https://t.co/feiojjSFWx",3/25/2021 10:04:51 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Blaise_21: #EndSARS #Queerlivesmatter

Yell it in your streets.  We get killed for being queer. It’s crazy https://t.co/KIGaaGbKk7",3/25/2021 10:04:40 AM,16714,TRUE,25,3/25/2021,,,,,,,,,,
Also admitting the negligence of the police in handling the case. The panel has decided to handle this petition and… https://t.co/TOkGOvqAl2,3/25/2021 10:02:58 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
Stating that the right to property is a fundamental human right and defining health as not only being the absence o… https://t.co/MjOxfxJPMY,3/25/2021 10:02:58 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"Mention names of lousy politicians and their political parties:
#EndSARS #EndBadGoveranceInNigeria #PDP #APC #Nigerians #2021",3/25/2021 10:02:55 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Spaces4Change: Amid reports of the escalating use of deadly force to dispel #EndSARS protesters, a research report by the AGFSC documen…",3/25/2021 10:02:54 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
Senators are created by a sham illegitimate Constitution... So they have that same status... So they had better sid… https://t.co/FiExnN2Idu,3/25/2021 10:02:51 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Tha_Compass: @Arabella6262 @Alley_M1 Not forgetting. People use social media for the wrong thing
#FeesMustFall 
#EndSARS 
#MeeToo",3/25/2021 10:01:54 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"Peruzzi @Peruzzi and Davido @davido teamed up and now I'm in my feelings! Catch the video for ""Somebody Baby"" on Po… https://t.co/X91d5uUMac",3/25/2021 10:01:01 AM,9,FALSE,25,3/25/2021,,,,,,,,,,
"@jrnaib2 @DokunOjomo @atiku During last #EndSars protest, millions of voters cards were discovered in vandalized po… https://t.co/YJ7NYBsJnz",3/25/2021 10:00:13 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Who owns the new brt card called  ""Cowry""? I honestly hope it is not what I'm thinking? I pray it is that cowry on… https://t.co/K6dJljI6Z9",3/25/2021 9:59:52 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"@Arabella6262 @Alley_M1 Not forgetting. People use social media for the wrong thing
#FeesMustFall 
#EndSARS 
#MeeToo",3/25/2021 9:58:37 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"Keep It On A Low, Don't Tell Anyone About What We Had.
#thursdaymorning #Eritrea #BBNaija #EndSARS",3/25/2021 9:58:02 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Our phones were checked thoroughly ,they damaged my rearview also ,said they will shoot me and nothing will happen… https://t.co/oSbpyPXcJs",3/25/2021 9:57:48 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Instead of declaring public holiday for the Grammy winners

It's better to make October 20 a public holiday to reme… https://t.co/EECTdwzkHc",3/25/2021 9:56:30 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Plus ""unknown soldiers"" that killed our young people at Lekki
#End1999Constitution #PartiesCloseShopNow #EndSARS… https://t.co/2qUVOZzGbE",3/25/2021 9:55:59 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @GrassrootsPoli2: Towards a new Nigeria as we educated the average Nigerian on the importance of voting and how we should kick against p…,3/25/2021 9:54:19 AM,3,TRUE,25,3/25/2021,,,,,,,,,,
"Amid reports of the escalating use of deadly force to dispel #EndSARS protesters, a research report by the AGFSC do… https://t.co/I9FTj8azsx",3/25/2021 9:53:40 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
Unionist-hoaxers are frightened by those who pursue their self-determination in their ancestral lands!!!… https://t.co/MzbFEuBYR2,3/25/2021 9:53:18 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @MobExchange_ng: Morning our Fellow #Cryptocurrency Traders @MobExchange_ng is Available For  #Bitcoin&amp; #Giftcard<U+0001F381> Trade to Instant cash…,3/25/2021 9:53:14 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
@todayng @NigeriaNewsdesk Morning our Fellow #Cryptocurrency Traders @MobExchange_ng is Available For  #Bitcoin&amp;… https://t.co/6Gctn2HZ4H,3/25/2021 9:53:12 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @thewhyphyao: Police Brutality is on the rise again, everybody please be your brothers keeper.

Bring your phones out, record, ask quest…",3/25/2021 9:52:57 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @JessicaOgwatar: Ogbeni Dipo that was invited to #endsars probe, but he came asking for Giveaway, from Desmond Eliot.<U+0001F600><U+0001F600><U+0001F600>

How many of th…",3/25/2021 9:52:48 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
Morning our Fellow #Cryptocurrency Traders @MobExchange_ng is Available For  #Bitcoin&amp; #Giftcard<U+0001F381> Trade to Instant… https://t.co/rHrRCdGUu4,3/25/2021 9:52:46 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"RT @onelifeng: The fourth petition is from Mr. Kunle Ajayi against The Nigerian Police, Bodija Ibadan.
The legal representative and the pet…",3/25/2021 9:49:24 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @neezzah: If you’re part of the online protesters do not relent, keep retweeting all tweets with #EndSARS <U+0001F1F3><U+0001F1EC><U+0001F1F3><U+0001F1EC><U+0001F1F3><U+0001F1EC> https://t.co/CFyvcPmH64",3/25/2021 9:49:20 AM,912,TRUE,25,3/25/2021,,,,,,,,,,
"RT @chubbypr__wg: Be careful out there The Cops are back on the Road <U+0001F97A> 
#EndSARS",3/25/2021 9:49:06 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @OyoSarsPanel: The fourth petition is OYJPPB/044. The petition is between Mr Kunle Ajayi and The Nigeria Police, Bodija Ibadan. The peti…",3/25/2021 9:49:04 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
The petitioner's vehicle was stolen in an hotel. He reported to the police who charged the sum of #15000 without ca… https://t.co/ophPTACGBX,3/25/2021 9:48:48 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
The legal counsel of the Police has not responded to this petition. The members of the panel was however able to fu… https://t.co/SDmtPny4pv,3/25/2021 9:48:48 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"The fourth petition is from Mr. Kunle Ajayi against The Nigerian Police, Bodija Ibadan.
The legal representative an… https://t.co/XHfL93BXpu",3/25/2021 9:48:47 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
RT @Spaces4Change: A fact-finding mission was conducted in 7 states by the AGFCS during the peak of the #EndSARS protests in Nigeria.The re…,3/25/2021 9:48:25 AM,9,TRUE,25,3/25/2021,,,,,,,,,,
"RT @TheCiphoenix: SARS is a government backed criminal outfit who rape, rob and muder innocent citizens. Such a thing should not exist. #En…",3/25/2021 9:47:33 AM,6,TRUE,25,3/25/2021,,,,,,,,,,
"Be careful out there The Cops are back on the Road <U+0001F97A> 
#EndSARS",3/25/2021 9:46:22 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"The fourth petition is OYJPPB/044. The petition is between Mr Kunle Ajayi and The Nigeria Police, Bodija Ibadan. Th… https://t.co/xVVpXdLB5v",3/25/2021 9:45:51 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
I'll be fighting for survival but every time I hit the road the men on black they all be judging me wrong. #EndSARS,3/25/2021 9:45:19 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"@_The_Immortal If it was the cause, yes.

But it can actually be a helper.

For instance, during the #EndSARS movem… https://t.co/4V0ELF40nL",3/25/2021 9:45:08 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Kiss - Prince &amp; The Revolution, 1986, Paisley Park.
On YouTube: https://t.co/NAOj7kqmeT

#FridaysForFuture #Berlin<U+0001F451> #Clima…",3/25/2021 9:44:53 AM,10,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Forever Blue - Swing Out Sister, 1989, Fontana Records.
On YouTube: https://t.co/Jb4KOoknN6

#FridaysForFuture #Berlin<U+0001F451> #C…",3/25/2021 9:44:46 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Star Wars Episode 1: The Phantom Menace, The Force Theme ( 1h Loop) - John Williams, 1999, Sony Classical Rec.
On YouTube:…",3/25/2021 9:44:42 AM,8,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Star Wars Main Theme - John Williams, The London Symphony Orchestra, 1977, 20th Century Records.
On YouTube: https://t.co/…",3/25/2021 9:44:26 AM,11,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: The Imperial March (Darth Vader's Theme) - John Williams, LIVE Vienna Philharmonic Orchestra, 1997, BMG Rec.
On YouTube: h…",3/25/2021 9:44:25 AM,8,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Personal Jesus (Violator ( Remastered)) - Depeche Mode, Song 3 from Album “Violator”, 1990, Mute Rec.
On YouTube: https://…",3/25/2021 9:44:23 AM,11,TRUE,25,3/25/2021,,,,,,,,,,
"RT @timileyin_: ""How can my whole life dream be to escape my country?""

#EndSARS #EndSWAT",3/25/2021 9:44:22 AM,11952,TRUE,25,3/25/2021,,,,,,,,,,
